company_sort_id,shareholder_name,shareholder_description,share_percentage,shareholder_tag,,,,
357,The Clermont Group,A Singapore-based private investment group.,/,Finance,,,,
357,Toscafund,A London-based multi-asset management firm.,/,Finance,,,,
357,Coltrane Asset Management,A hedge fund based in New York.,/,Finance,,,,
357,Indiabulls,"An Indian conglomerate with interests in real estate, financial services, and pharmaceuticals.",/,Finance,,,,
358,Stephen Smith,A prominent Canadian entrepreneur and co-founder of First National Financial Corporation.,17.90%,Individual,,,,
358,Oakwest Corp. Ltd.,An investment company that holds about 10.19% of the shares in EQB Inc. It is known for its strategic investments in various sectors.,10.19%,Finance,,,,
358,Andrew Moor,"The CEO of EQB Inc. and EQ Bank, with a background in finance and banking.",1.36%,Individual,,,,
358,SEI Investments Canada Co.,"A subsidiary of SEI Investments, a global provider of investment processing, investment management, and investment operations solutions.",0.55%,Finance,,,,
358,Manulife Investment Management Ltd.,"Part of Manulife Financial Corporation, a leading international financial services group.",0.41%,Finance,,,,
359,/,/,/,/,,,,
360,Galaxy Digital,"A diversified financial services and investment management firm in the digital asset, cryptocurrency, and blockchain technology sectors.",/,Finance,,,,
360,Breyer Capital,A global venture capital and private equity firm focused on catalyzing high-impact entrepreneurs in various sectors.,/,Finance,,,,
360,Crosslink Capital,A venture capital firm that invests in early-stage technology companies.,/,Finance,,,,
360,Goodwater Capital,A venture capital firm dedicated to empowering exceptional entrepreneurs globally.,/,Finance,,,,
360,SV Angel,A seed fund that has invested in a wide range of technology startups.,/,Finance,,,,
361,Tiger Global Management,"A prominent investment firm that deploys capital globally in both public and private markets, with a focus on technology.",/,Finance,,,,
361,A Capital*,A venture capital firm that invests in early-stage technology companies.,/,Finance,,,,
361,BoxGroup,An early-stage investment fund that supports innovative startups.,/,Finance,,,,
361,Expansion Capital,A venture capital firm focused on high-growth technology companies.,/,Finance,,,,
361,Exponent Founders Capital,A venture capital firm that invests in technology-driven startups.,/,Finance,,,,
362,Framework Venture Partners,A venture capital firm that invests in early-stage technology companies.,/,Finance,,,,
362,Gresham House Ventures,An asset management firm that supports high-growth businesses.,/,Finance,,,,
362,ING Ventures,"The corporate venture capital arm of ING Group, focusing on fintech and innovative financial services.",/,Finance,,,,
362,Sage Group,"A multinational enterprise software company that provides accounting, payroll, and payment systems.",/,Technology,,,,
362,AltaIR Capital,A venture capital firm that invests in technology-driven startups.,/,Finance,,,,
363,CaixaBank,"CaixaBank is one of the largest financial institutions in Spain, providing a wide range of banking and financial services. Imagin was launched by CaixaBank to offer innovative digital banking solutions, particularly targeting younger customers with a focus on mobile banking and financial management tools.",100%,Finance,,,,
364,Puma Growth Partners,"Formerly known as Puma Private Equity, this firm provides growth capital to SMEs across the UK.",/,Finance,,,,
364,North East Development Capital Fund,A fund that supports high-growth businesses in the North East of England.,/,Finance,,,,
364,Virraj Jatania,"The founder and CEO of Pockit, who has been instrumental in its growth and strategic direction.",/,Individual,,,,
365,ALLVP,A venture capital firm that invests in early-stage companies across Latin America.,/,Finance,,,,
365,FJ Labs,A venture capital firm and startup studio that invests in early-stage technology companies.,/,Finance,,,,
365,Foundation Capital,A venture capital firm that invests in early-stage technology companies.,/,Finance,,,,
365,500 Startups,A global venture capital firm that invests in early-stage startups.,/,Finance,,,,
366,Monashees,"A leading venture capital firm in Latin America, known for investing in early-stage technology companies.",/,Finance,,,,
366,Quona Capital,A venture capital firm that invests in innovative financial technology companies in emerging markets.,/,Finance,,,,
366,Valor Capital Group,A cross-border venture capital firm focused on technology investments in Brazil and the United States.,/,Finance,,,,
366,Stripes,"A growth equity firm that invests in internet, software, and consumer businesses.",/,Finance,,,,
366,Globo Ventures,"The venture capital arm of Grupo Globo, one of the largest media groups in Latin America.",/,Finance,,,,
367,"Ual�?""A fintech company that acquired 100% of Wilobank. Ual�?is backed by notable investors such as SoftBank Group Corp.", Tencent Holdings Ltd., George Soros, Goldman Sachs Group Inc., Ribbit Capital," and Monashees.""",100%,Finance
368,Banque Wormser Fr鐚玶es,"An independent family bank founded in 1936, providing the banking license and regulatory support for Manager.one.",/,Finance,,,,
368,SaGa Corp,"A fintech company specializing in the development of complex information systems, responsible for the technology and services behind Manager.one.",/,Finance,,,,
368,Laurent Dassault,An individual investor known for his investments in various sectors.,/,Individual,,,,
368,Alain Krzentowski,Another individual investor with a background in finance and technology.,/,Individual,,,,
369,Anthemis Group,A global investment firm focused on fintech and financial services.,/,Finance,,,,
369,CMFG Ventures,"The venture capital arm of CUNA Mutual Group, investing in innovative financial services companies.",/,Finance,,,,
369,Kapor Capital,A venture capital firm that invests in seed-stage tech startups with a focus on social impact.,/,Finance,,,,
369,Citi Venture,"The venture capital arm of Citigroup, investing in innovative startups across various sectors.",/,Finance,,,,
369,Gaingels,A network of investors that supports and funds LGBTQ+ founders and executives.,/,Finance,,,,
369,Mendoza Ventures,"A venture capital firm that focuses on early-stage fintech, AI, and cybersecurity startups.",/,Finance,,,,
369,Digital Horizons,A venture capital firm investing in technology-driven companies.,/,Finance,,,,
369,University Growth Fund,A student-run venture capital fund that invests in high-growth startups.,/,Finance,,,,
369,Socially Financed,A venture capital firm that supports socially impactful startups.,/,Finance,,,,
369,Clocktower Ventures,A venture capital firm that invests in early-stage fintech companies.,/,Finance,,,,
369,Financial Venture Studio,A venture capital firm that supports early-stage fintech startups.,/,Finance,,,,
370,Ausum Ventures,A venture capital firm that invests in blockchain and cryptocurrency startups.,/,Finance,,,,
370,Blockchange Ventures,A venture capital firm focused on early-stage investments in blockchain technology.,/,Finance,,,,
370,Castle Island Ventures,A venture capital firm that invests in public blockchain startups.,/,Finance,,,,
370,Esalen Ventures,A venture capital firm that supports innovative technology companies.,/,Finance,,,,
370,Pomp,A business and productivity software company.,/,Technology,,,,
370,Toy Ventures,A venture capital firm that invests in early-stage technology companies.,/,Finance,,,,
370,Y Combinator,A startup accelerator that provides seed funding and support to early-stage companies.,/,Finance,,,,
371,Mountain Lion Ventures,A venture capital firm that invests in early-stage technology companies.,/,Finance,,,,
371,Mountain Partners,A global investment firm that supports innovative startups.,/,Finance,,,,
371,99 Startups,A venture capital firm focused on early-stage investments in Latin America1.,/,Finance,,,,
371,Conny & Co.,A venture capital firm that invests in high-growth technology companies.,/,Finance,,,,
371,Cometa VC,A venture capital firm that supports early-stage technology startups.,/,Finance,,,,
372,TX Group,"A leading media company in Switzerland, which has invested in various digital ventures.",/,Finance,,,,
372,Helvetia Venture Fund,"The venture capital arm of Helvetia Insurance, focusing on innovative startups in the financial sector.",/,Finance,,,,
372,Innovationsstiftung der Schwyzer Kantonalbank,An innovation foundation that supports promising startups.,/,Finance,,,,
372,Centralway Ventures,A venture capital firm that invests in early-stage fintech companies.,/,Finance,,,,
373,Alive Ventures,An accelerator and incubator that supports early-stage startups.,/,Finance,,,,
373,Village Capital,An accelerator that invests in early-stage ventures focused on solving global challenges.,/,Finance,,,,
373,Mountain Partners,A venture capital firm that invests in innovative technology companies.,/,Finance,,,,
373,responsAbility Investments,An asset manager that focuses on sustainable investments.,/,Finance,,,,
373,Acumen Fund,An impact investment fund that supports companies addressing poverty.,/,Finance,,,,
374,Alsara Investment Group,A venture capital firm that invests in innovative technology companies.,/,Finance,,,,
374,Bluewatch Ventures,A venture capital firm focused on early-stage technology investments.,/,Finance,,,,
374,CaplinFO,A venture capital firm that supports fintech startups.,/,Finance,,,,
374,Hanwha Asset Management,"An asset management firm that invests in a wide range of sectors, including technology.",/,Finance,,,,
374,Hard Yaka,A venture capital firm that invests in early-stage companies with a focus on fintech.,/,Finance,,,,
375,Truist Ventures,"The corporate venture capital arm of Truist Financial Corporation, investing in innovative fintech startups.",/,Finance,,,,
375,SoftBank閳ユ�?Opportunity Fund,A fund focused on investing in companies led by founders of color.,/,Finance,,,,
375,Quality Ventures,A venture capital firm that supports early-stage technology companies.,/,Finance,,,,
375,Lightspeed Venture Partners,A venture capital firm that invests in early and growth-stage technology companies.,/,Finance,,,,
375,Bank of America,"One of the largest financial institutions in the world, providing a wide range of banking and financial services.",/,Finance,,,,
376,GrowthFunders,A crowdfunding platform that supports early-stage businesses.,/,Finance,,,,
376,LHV Group,"An Estonian financial group that provides banking, asset management, and insurance services.",/,Finance,,,,
376,Greater Manchester Combined Authority (GMCA),A local government body that has invested in B-North to support regional economic growth.,/,Government,,,,
376,Growth Capital Ventures,A venture capital firm that invests in high-growth companies.,/,Finance,,,,
376,Crowdcube,A crowdfunding platform that allows individuals to invest in startups and early-stage businesses.,/,Finance,,,,
377,Squared Ventures,A venture capital firm that invests in early-stage technology companies.,/,Finance,,,,
378,Airbus Ventures,"The venture capital arm of Airbus, investing in innovative technology companies.",/,Finance,,,,
378,Bpifrance,A French public investment bank that supports businesses through equity investments.,/,Finance,,,,
378,John Suth,An angel investor with a background in technology and finance.,/,Individual,,,,
378,La Maison Partners,A venture capital firm that invests in early-stage technology companies.,/,Finance,,,,
378,Owen Van Natta,An angel investor and former executive at Facebook and Amazon.,/,Individual,,,,
379,Group 11,A venture capital firm that invests in early-stage fintech companies.,/,Finance,,,,
379,Foundation Capital,A venture capital firm that supports early-stage technology startups.,/,Finance,,,,
379,Altair Capital,A venture capital firm focused on technology-driven companies.,/,Finance,,,,
379,Torch Capital,A venture capital firm that invests in consumer-focused technology companies.,/,Finance,,,,
379,Primary Venture Partners,A venture capital firm that supports early-stage companies in New York City.,/,Finance,,,,
380,Cubo Capital,A venture capital firm that invests in early-stage technology companies.,/,Finance,,,,
380,Polygon Digital Group,A venture capital firm focused on innovative digital and financial technology startups.,/,Finance,,,,
381,/,/,/,/,,,,
382,Airbus Ventures,"The venture capital arm of Airbus, investing in innovative technology companies.",/,Finance,,,,
382,Bpifrance,A French public investment bank that supports businesses through equity investments.,/,Finance,,,,
382,John Suth,An angel investor with a background in technology and finance.,/,Individual,,,,
382,La Maison Partners,A venture capital firm that invests in early-stage technology companies.,/,Finance,,,,
382,Owen Van Natta,An angel investor and former executive at Facebook and Amazon.,/,Individual,,,,
383,Oxeon Partners,A venture capital firm that invests in innovative healthcare and technology companies.,/,Finance,,,,
383,Addition,A venture capital firm that supports early-stage technology startups.,/,Finance,,,,
383,Montauk Ventures,A venture capital firm focused on high-growth technology companies.,/,Finance,,,,
383,R2 Ventures,A venture capital firm that invests in early-stage fintech and technology companies.,/,Finance,,,,
383,Good Friends,A venture capital firm that supports innovative startups.,/,Finance,,,,
383,Google Ventures,"The venture capital arm of Alphabet Inc., investing in technology and healthcare startups.",/,Finance,,,,
383,Tiger Global Management,"An investment firm that deploys capital globally in both public and private markets, with a focus on technology.",/,Finance,,,,
383,Redpoint Ventures,A venture capital firm that invests in early-stage technology companies.,/,Finance,,,,
384,Andy Taylor,"Founder and CEO of Douugh, with a background in fintech and innovation.",/,Individual,,,,
384,Bert Mondello,"Non-executive Director, contributing his expertise in technology and business development.",/,Individual,,,,
384,Derek Hall,"Company Secretary, responsible for corporate governance and compliance.",/,Individual,,,,
385,Sequoia Capital閳ユ�?Surge Program,A startup accelerator and venture capital firm that supports early-stage companies.,/,Finance,,,,
385,Polychain Capital,A venture capital firm that invests in blockchain and cryptocurrency startups.,/,Finance,,,,
385,Dragonfly Capital Partners,A global venture capital firm focused on the digital economy.,/,Finance,,,,
385,ParaFi Capital,An investment firm that focuses on blockchain and decentralized finance.,/,Finance,,,,
385,Jump Crypto,A division of Jump Trading Group that invests in cryptocurrency and blockchain technology.,/,Finance,,,,
386,K Fund,A venture capital firm that invests in early-stage technology companies in Spain.,/,Finance,,,,
386,Encomenda Smart Capital,A venture capital firm focused on early-stage investments in innovative startups.,/,Finance,,,,
386,Angels Capital,A venture capital firm that supports high-growth technology companies.,/,Finance,,,,
386,GoHub Ventures,"The corporate investment arm of Global Omnium, investing in technology startups.",/,Finance,,,,
387,Andrew Wilkinson,An angel investor known for his investments in technology and fintech startups.,/,Individual,,,,
387,Castle Creek Capital,A private equity firm that focuses on investments in the financial services sector.,/,Finance,,,,
387,Atacama Ventures,A venture capital firm that invests in early-stage technology companies.,/,Finance,,,,
387,Acrew Capital,A venture capital firm that supports innovative startups in the financial technology space.,/,Finance,,,,
387,Commerce Ventures,A venture capital firm that invests in early-stage fintech and commerce technology companies.,/,Finance,,,,
388,Citibank,A major global bank that provides a wide range of financial services.,/,Finance,,,,
388,Comfama,A Colombian family compensation fund that supports social and economic development.,/,Finance,,,,
388,Grupo Bancolombia,"One of the largest financial groups in Colombia, offering a variety of banking and financial services.",/,Finance,,,,
388,Symbiotics Group,An investment firm focused on impact investing and sustainable development.,/,Finance,,,,
388,Incofin Investment Management,A global impact investment firm that supports financial inclusion.,/,Finance,,,,
388,Inter-American Development Bank (IDB),"A regional development bank that supports economic development, social development, and regional integration.",/,Finance,,,,
388,CAF - Development Bank of Latin America,A development bank that promotes sustainable development and regional integration.,/,Finance,,,,
388,Oikocredit International,A social impact investor that provides funding to organizations that improve the quality of life for low-income people.,/,Finance,,,,
388,EWA Capital,A venture capital firm that invests in early-stage technology companies.,/,Finance,,,,
389,Biosphere Investment Group,A venture capital firm that invests in innovative technology companies.,/,Finance,,,,
389,Conny & Co.,A venture capital firm focused on early-stage investments in technology startups.,/,Finance,,,,
389,Cornelius Boersch,An angel investor with a background in technology and finance.,/,Individual,,,,
389,EWA Capital,A venture capital firm that supports early-stage fintech companies.,/,Finance,,,,
389,Fondation Botnar,A philanthropic organization that invests in innovative solutions to improve the well-being of young people1.,/,Finance,,,,
390,Henry Fudge,"The founder of 220 Bank, who has been instrumental in its development and strategic direction.",/,Individual,,,,
391,Accion,A global nonprofit organization that supports microfinance institutions and fintech startups to promote financial inclusion.,/,Finance,,,,
391,Anthemis,A venture capital firm that invests in early-stage fintech companies.,/,Finance,,,,
391,Commercial Bank of Dubai,A leading bank in the UAE that provides a wide range of banking services.,/,Finance,,,,
391,DIFC Innovation Hub,"An accelerator and incubator program based in the Dubai International Financial Centre, supporting innovative startups.",/,Finance,,,,
391,Dubai International Finance Centre (DIFC),"A financial hub that provides a platform for businesses and financial institutions to operate in the Middle East, Africa, and South Asia.",/,Finance,,,,
392,G2 Momentum Capital,A venture capital firm that invests in early-stage technology companies.,/,Finance,,,,
392,ARK Investment Management,An asset management firm that focuses on disruptive innovation.,/,Finance,,,,
392,Rebalance Capital,A venture capital firm that supports innovative startups.,/,Finance,,,,
392,Accial Capital,A lender and debt provider that supports high-growth companies.,/,Finance,,,,
392,Alpha4 Ventures,A venture capital firm that invests in technology-driven startups.,/,Finance,,,,
393,"TD Asset Management, Inc.","A leading asset management firm in Canada, managing a wide range of investment solutions for individual and institutional investors.",15.08%,Finance,,,,
393,Jason Meiers,An individual investor with a background in finance and technology.,6.27%,Individual,,,,
393,Jeffrey Parks,An individual investor known for his contributions to the fintech sector.,1.10%,Individual,,,,
393,John Bell,"An individual investor with experience in various industries, including technology and finance.",0.88%,Individual,,,,
393,Jimmy Vaiopoulos,An individual investor with a focus on innovative startups.,0.64%,Individual,,,,
393,Laurie Goldberg,An individual investor with a background in business and entrepreneurship.,0.42%,Individual,,,,
393,Brian Viveiros,An individual investor with interests in technology and finance.,0.18%,Individual,,,,
393,Gerri Sinclair,An individual investor known for her work in technology and digital innovation.,0.09%,Individual,,,,
394,Green D Ventures,A venture capital firm that invests in early-stage technology companies.,/,Finance,,,,
394,Unlock Venture Partners,A venture capital firm focused on supporting innovative startups.,/,Finance,,,,
394,Infinity Group,A venture capital firm that has participated in multiple funding rounds for Hola Cash.,/,Finance,,,,
394,Pioneer Square Labs,A startup studio and venture capital firm that supports early-stage companies.,/,Finance,,,,
394,Federico Ranero,An individual investor with a background in technology and finance.,/,Individual,,,,
395,Vanguard Group Inc.,"One of the world閳ユ�?largest investment management companies, known for its extensive range of mutual funds and ETFs.",/,Finance,,,,
395,BlackRock Inc.,"A global investment management corporation, providing a wide range of investment and risk management services.",/,Finance,,,,
395,"GPI Capital, LP",A private equity firm that invests in high-growth companies across various sectors.,/,Finance,,,,
395,Granahan Investment Management LLC,An investment management firm specializing in small-cap growth equity investments.,/,Finance,,,,
395,State Street Corporation,"A financial services and bank holding company, providing investment management, research, and advisory services.",/,Finance,,,,
395,"Geode Capital Management, LLC",An investment management firm that provides investment advisory services.,/,Finance,,,,
395,T. Rowe Price Associates Inc.,"A global investment management firm offering mutual funds, subadvisory services, and separate account management.",/,Finance,,,,
395,"Lord, Abbett & Co. LLC","An independent, privately held investment management firm.",/,Finance,,,,
395,"ClearBridge Investments, LLC",A global investment manager specializing in growth and value equity strategies.,/,Finance,,,,
395,Praesidium Investment Management Company LLC,An investment management firm focused on long-term investments in public companies.,/,Finance,,,,
396,ALLVP,A venture capital firm that invests in early-stage companies across Latin America.,/,Finance,,,,
396,FJ Labs,A venture capital firm and startup studio that invests in early-stage technology companies.,/,Finance,,,,
396,Foundation Capital,A venture capital firm that invests in early-stage technology companies.,/,Finance,,,,
396,500 Startups,A global venture capital firm that invests in early-stage startups.,/,Finance,,,,
397,Locaweb,"The acquiring company, a leading provider of internet services in Brazil.",/,Technology,,,,
397,Wanderley Campos,"One of the founders of Credisfera, with a background in banking and technology.",/,Individual,,,,
397,Carlos Pinto,"Another founder of Credisfera, who has extensive experience in the financial sector.",/,Individual,,,,
397,Eduardo Leite,"Also a founder of Credisfera, contributing his expertise in technology and finance.",/,Individual,,,,
398,Fideuram - Intesa Sanpaolo Private Banking,"The private banking and wealth management unit of Intesa Sanpaolo, which became the majority shareholder of Alpian following a CHF 76 million Series C funding round.",/,Finance,,,,
398,REYL Intesa Sanpaolo,A banking group that incubated Alpian and has supported its growth and development.,/,Finance,,,,
399,Aslanoba Capital,A venture capital firm that invests in early-stage technology companies.,/,Finance,,,,
399,Hasan Aslanoba,An angel investor and founder of Aslanoba Capital.,/,Individual,,,,
399,Next Ventures,A venture capital firm that supports innovative startups.,/,Finance,,,,
400,Altun Capital,A private equity firm that invests in high-growth companies across various sectors.,/,Finance,,,,
400,Arthur Cinader,An angel investor with a background in technology and finance.,/,Individual,,,,
400,Bragiel Brothers,A venture capital firm that supports early-stage technology startups.,/,Finance,,,,
400,Charles Choi,An angel investor known for his investments in innovative tech companies.,/,Individual,,,,
400,Claire Johnson,An angel investor with extensive experience in the financial sector.,/,Individual,,,,
401,/,/,/,/,,,,
402,Meridian Credit Union Limited,"Ontario閳ユ�?largest credit union, providing comprehensive financial services and owning 100% of Motusbank.",100%,Finance,,,,
403,/,/,/,/,,,,
404,/,/,/,/,,,,
405,FLEXDEAL SIMFE S.A.,"Flexdeal SIMFE S.A. is a Portuguese-based investment company, primarily focused on providing financial services and investment opportunities in small and medium enterprises (SMEs). ",49.21%,Finance,,,,
405,JO鑴橭 CLARA PINTO DO ROS鑴昍IO,"Jo鑼玱 Clara Pinto do Ros璋﹔io is a non-executive board member of Raize �?Institui鑾借尗o de Pagamentos, S.A., a financial company based in Portugal.",4.51%,Finance,,,,
405,PAULO DANIEL MARTINHO TOM�?/,2.30%,Individual,,,,,
406,Aggregate,"A venture capital firm investing in high-growth companies across various sectors, supporting innovation and expansion.",/,Finance,,,,
406,Caygan Capital,"A hedge fund with a diverse investment portfolio, focusing on innovative and disruptive ventures.",/,Finance,,,,
406,Quinary Investment,An investment holding company supporting startups and growth-stage businesses with strategic funding.,/,Finance,,,,
406,Norion Bank,A financial services corporation providing a comprehensive range of banking and financial solutions.,/,Finance,,,,
406,NFT Ventures,"A venture capital firm backing innovative fintech startups, fostering technological advancements in finance.",/,Finance,,,,
407,/,/,/,/,,,,
408,/,/,/,/,,,,
409,/,/,/,/,,,,
410,/,/,/,/,,,,
411,/,/,/,/,,,,
412,Volpe Capital,A venture capital firm investing in high-growth technology companies.,/,Finance,,,,
412,Endeavor Brazil,An organization supporting high-impact entrepreneurs.,/,Finance,,,,
412,Hummingbird Ventures,A venture capital firm focusing on innovative startups.,/,Finance,,,,
412,Y Combinator,A well-known startup accelerator providing seed funding.,/,Finance,,,,
412,MANTIS Venture Capital,"A venture capital firm co-founded by The Chainsmokers, investing in early-stage companies.",/,Finance,,,,
413,HCS Capital,A venture capital firm investing in innovative fintech startups.,/,Finance,,,,
413,Finance Forward Latin America,An investment initiative supporting financial technology companies in Latin America.,/,Finance,,,,
413,Seedstars,A global investment firm backing high-growth startups in emerging markets.,/,Finance,,,,
413,CrowdPal,A crowdfunding platform that supports various investment opportunities.,/,Finance,,,,
414,/,/,/,/,,,,
415,Singularity Capital,A venture capital firm investing in innovative technology companies.,/,Finance,,,,
415,Adrian Viesca,An angel investor with a focus on fintech startups.,/,Individual,,,,
415,Alejandro Morante,An angel investor supporting early-stage ventures.,/,Individual,,,,
415,Alice Curc�?An angel investor with a diverse investment portfolio.,/,Individual,,,,,
415,Andrew Vigneault,An angel investor known for backing disruptive startups.,/,Individual,,,,
416,Catalyst Fund,An accelerator program supporting inclusive fintech startups.,/,Finance,,,,
416,Henrique Kiko Duarte,Co-founder and key stakeholder in the company.,/,Individual,,,,
417,/,/,/,/,,,,
418,Charter Court Financial Services Limited,"A specialist mortgage bank in the UK, providing niche market mortgages, savings products, and mortgage administration services.",100%,Finance,,,,
419,/,/,/,/,,,,
420,/,/,/,/,,,,
421,/,/,/,/,,,,
422,Albo,"A leading neobank in Mexico, offering a range of digital banking services to consumers and small businesses.",100.00%,Finance,,,,
423,FPV Ventures,"Led by Wesley Chan, co-founder of Google Analytics, FPV Ventures is a venture capital firm that focuses on investing in innovative technology companies.",/,Finance,,,,
423,Craft Ventures,"A venture capital firm co-founded by David Sacks, known for investing in early-stage technology startups.",/,Finance,,,,
423,Spark Capital,"A venture capital firm that invests in startups across various stages and sectors, including technology and media.",/,Finance,,,,
423,Harrison Metal,"Founded by Michael Dearing, Harrison Metal is a seed-stage venture capital firm that supports early-stage technology companies.",/,Finance,,,,
423,SV Angel,"A seed fund that has invested in numerous successful startups, including Twitter, Airbnb, and Dropbox.",/,Finance,,,,
423,Abstract Ventures,A venture capital firm that invests in early-stage technology companies.,/,Finance,,,,
423,Aaron Levie,"Co-founder and CEO of Box, Aaron Levie is an angel investor with a focus on technology startups.",/,Individual,,,,
423,Adam Bain,"Former COO of Twitter, Adam Bain is an angel investor with a background in technology and media.",/,Individual,,,,
423,Alarko Ventures,"The corporate venture capital arm of Alarko Holding, investing in innovative technology companies.",/,Insurance,,,,
423,Ali Rowghani,"Former COO of Twitter and CEO of Y Combinator Continuity, Ali Rowghani is an angel investor focused on technology startups.",/,Individual,,,,
424,WEVE Acceleration,"An accelerator and incubator program that supports early-stage startups, providing them with resources and mentorship to help them grow.",/,Finance,,,,
425,Monashees,"A leading venture capital firm in Latin America, Monashees invests in technology-driven companies across various stages.",/,Finance,,,,
425,Valor Capital Group,A cross-border venture capital firm that invests in early-stage and growth-stage companies in the United States and Brazil.,/,Finance,,,,
425,Redpoint eventures,A venture capital firm that focuses on early-stage investments in technology companies in Brazil.,/,Finance,,,,
425,ONEVC,A venture capital firm that invests in early-stage technology companies in Latin America and the United States.,/,Finance,,,,
425,QED Investors,"A leading venture capital firm focused on investing in early-stage, disruptive financial services companies.",/,Finance,,,,
426,INC Iraq,"The parent company of Neo, INC Iraq is a fintech company focused on providing digital payment solutions to enhance financial inclusion in Iraq.",/,Finance,,,,
426,NymCard,"A Lebanese fintech startup that collaborates with Neo to offer digital payment solutions, leveraging their expertise in the digital payments domain.",/,Finance,,,,
426,Visa,A global payments technology company that partners with Neo to provide secure and reliable payment products.,/,Finance,,,,
427,Emirates NBD,"One of the largest banking groups in the Middle East, Emirates NBD is the parent company of E20. and provides comprehensive financial services across the region.",/,Finance,,,,
427,Visa,A global payments technology company that partners with E20. to offer secure and innovative payment solutions.,/,Finance,,,,
427,Mastercard,"Another global payments technology company, Mastercard collaborates with E20. to enhance digital payment services.",/,Finance,,,,
428,Cacao Paycard,A fintech company that partnered with Tauros to provide digital payment solutions and the first crypto debit card in Mexico.,/,Finance,,,,
428,Salvador Melendez,"The founder of Tauros, who aimed to make cryptocurrency more accessible in Mexico.",/,Individual,,,,
429,Bouygues Telecom Initiatives,"The corporate venture capital arm of Bouygues Telecom, investing in innovative startups to support their growth.",/,Finance,,,,
429,FAMM Group,"A venture capital firm that invests in early-stage technology companies, focusing on innovative solutions.",/,Finance,,,,
429,Paris&Co Incubateurs,"An accelerator and incubator program that supports startups in various sectors, providing resources and mentorship.",/,Finance,,,,
430,Amplifica Capital,"A venture capital firm that invests in early-stage technology companies, focusing on innovative solutions.",/,Finance,,,,
430,Impacta VC,"A venture capital firm that supports startups with a strong social impact, particularly in Latin America.",/,Finance,,,,
430,Kaedan Capital,"A holding company that invests in diverse sectors, including fintech and technology.",/,Finance,,,,
430,Vertical Partners,A venture capital firm that invests in early-stage technology companies.,/,Finance,,,,
430,Google for Startups,An accelerator program that supports early-stage startups with resources and mentorship.,/,Finance,,,,
431,IC Ventures,"A venture capital firm that invests in early-stage technology companies, focusing on innovative solutions.",/,Finance,,,,
431,BBVA Open Innovation,An accelerator program by BBVA that supports fintech startups with resources and mentorship.,/,Finance,,,,
431,Centro de Innovaci璐竛 y Emprendimientos,An accelerator that helps startups grow by providing support and resources.,/,Finance,,,,
431,Start-Up Chile,A government-backed accelerator program that supports early-stage startups in Latin America.,/,Government,,,,
431,Venture Hive,An accelerator that provides mentorship and resources to early-stage technology companies.,/,Finance,,,,
432,Fondeadora,"A leading Mexican neobank that acquired Mibo to expand its digital banking services. Fondeadora focuses on providing digital accounts, online transactions, and debit cards.",/,Finance,,,,
432,Gradient Ventures,"Google閳ユ�?AI-focused venture fund, which has invested in Fondeadora, indirectly supporting Mibo through the acquisition.",/,Finance,,,,
433,Alberto Hamoui,"Co-founder and CEO of Hybank, Alberto Hamoui has a background in venture capital and financial services.",/,Individual,,,,
433,Rafael Hamoui,"Co-founder of Hybank, Rafael Hamoui has extensive experience in the fintech industry and has been instrumental in developing Hybank閳ユ�?digital financial solutions.",/,Individual,,,,
434,Alumni Ventures,"A venture capital firm that invests in early-stage companies across various sectors, providing them with the necessary resources to grow.",/,Finance,,,,
434,Acumen America,A venture capital firm focused on investing in companies that address critical social issues and improve the lives of low-income Americans.,/,Finance,,,,
434,TMV,A venture capital firm that invests in early-stage companies with a focus on innovative and impactful solutions.,/,Finance,,,,
434,Ulu Ventures,"A seed-stage venture capital firm that invests in technology startups, emphasizing data-driven decision-making.",/,Finance,,,,
434,Founder Collective,A seed-stage venture capital firm that supports early-stage startups with a focus on technology and innovation.,/,Finance,,,,
435,Kickstart Seed Fund,"A venture capital firm that invests in early-stage technology companies, focusing on innovative solutions.",/,Finance,,,,
435,Pelion Venture Partners,A venture capital firm that supports early-stage startups with a focus on technology and innovation.,/,Finance,,,,
435,Peak Ventures,"A venture capital firm that invests in early-stage technology companies, providing them with resources and mentorship.",/,Finance,,,,
435,Village Global,"A venture capital firm backed by some of the world閳ユ�?most successful entrepreneurs, investing in early-stage technology startups.",/,Finance,,,,
435,Y Combinator,"A well-known startup accelerator that provides seed funding, mentorship, and resources to early-stage companies.",/,Finance,,,,
436,Igah Ventures,"A venture capital firm that invests in early-stage technology companies, focusing on innovative solutions.",/,Finance,,,,
436,Startup Farm,An accelerator that supports early-stage startups with resources and mentorship to help them grow.,/,Finance,,,,
436,e.bricks Ventures,A venture capital firm that invests in technology-driven companies across various stages.,/,Finance,,,,
436,Google for Startups,An accelerator program that supports early-stage startups with resources and mentorship.,/,Finance,,,,
437,XY Ventures,"A venture capital firm that invests in early-stage technology companies, focusing on innovative financial solutions.",/,Finance,,,,
437,FundersClub,An online venture capital platform that connects accredited investors with promising startups.,/,Finance,,,,
437,500 Startups,A global venture capital firm and startup accelerator that supports early-stage companies with funding and mentorship.,/,Finance,,,,
437,Liquid 2 Ventures,"A venture capital firm co-founded by Joe Montana, investing in early-stage technology startups.",/,Finance,,,,
